序号,发票代码,发票号码,数电发票号码,销方识别号,销方名称,购方识别号,购买方名称,开票日期,税收分类编码,特定业务类型,货物或应税劳务名称,规格型号,单位,数量,单价,金额,税率,税额,价税合计,发票来源,发票票种,发票状态,是否正数发票,发票风险等级,开票人,备注,币种,外币金额,汇率,方向,购方税号,销方税号,发票类型,_source
68,,,26337000000221916106,913301833281882112,杭州京东惠景贸易有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-03-01 09:26:26,1070223020000000000,,*美容护肤品*玉泽（Dr.Yu）玉泽皮肤屏障修护保湿水80ml,,,,,-5.31,13%,-0.69,-6.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,王梅,订单号:3421286002990015 ,CNY,0.0,1.0,in,,,,
69,,,26322000001566815866,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-28 16:35:23,1080427000000000000,,*金属制品*无铅环保锡丝,0.8mm,KG,50,381.188118811881,19059.41,1%,190.59,19250.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,张纯吉,,CNY,0.0,1.0,in,,,,
70,,,26317000000699167884,91310115MA1K427762,享道出行（上海）科技股份有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-26 10:08:01,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,次,1.00,36.86,36.86,3%,1.11,37.97,电子发票服务平台,数电发票（普通发票）,正常,是,正常,李金丽,,CNY,0.0,1.0,in,,,,
71,,,26957000000063251164,91440300MAE85C4A71,深圳滴滴畅行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-26 10:07:06,3010101020102000000,旅客运输服务发票,*运输服务*客运服务费,无,次,1,129.32,129.32,3%,3.88,133.2,电子发票服务平台,数电发票（普通发票）,正常,是,正常,候娇,,CNY,0.0,1.0,in,,,,
72,,,26957000000063251164,91440300MAE85C4A71,深圳滴滴畅行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-26 10:07:06,3010101020102000000,旅客运输服务发票,*运输服务*客运服务费,,,,,-9.32,3%,-0.28,-9.6,电子发票服务平台,数电发票（普通发票）,正常,是,正常,候娇,,CNY,0.0,1.0,in,,,,
73,,,26447000000488635370,91440101MA5ARHGQ3P,广州祺宸科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-26 10:07:06,3019901000000000000,旅客运输服务发票,*运输服务*客运服务费,,,1,20.30,20.3,3%,0.61,20.91,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄泽辉,,CNY,0.0,1.0,in,,,,
74,,,26317000000694629969,91310105134638405A,上海华程西南国际旅行社有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-26 08:49:27,3040802990000000000,,*经纪代理服务*代订机票产品,,,1,735.8490566037736,735.85,6%,44.15,780.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,楼宗恺,"携程订单:1128145803453346,陈彬菓",CNY,0.0,1.0,in,,,,
75,,,26317000000694629967,91310105134638405A,上海华程西南国际旅行社有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-26 08:49:27,3040802990000000000,,*经纪代理服务*代订机票产品,,,1,2084.905660377359,2084.91,6%,125.09,2210.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,楼宗恺,"携程订单:1128145803453346,宋小丽 陈彬灿 陈猛",CNY,0.0,1.0,in,,,,
76,,,26377000000199634989,91371082MA3R8BCFXT,山东及时雨汽车科技有限公司荣成分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-23 02:42:26,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,,1,141.23000000,141.23,3%,4.24,145.47,电子发票服务平台,数电发票（普通发票）,正常,是,正常,陈珊珊,,CNY,0.0,1.0,in,,,,
77,,,26322000001341725296,91320382796108761W,邳州市永兴加油站,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-19 14:20:53,1070101010100000000,成品油发票,*汽油*汽油,95号车用汽油（VIB）,升,72.992700729927,6.0619469026549,442.48,13%,57.52,500.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,花惠,,CNY,0.0,1.0,in,,,,
78,,,26327000000347823098,913210007206024647,中国石化销售股份有限公司江苏扬州石油分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-14 09:44:30,1070101010100000000,成品油发票,*汽油*95号车用汽油(ⅥB),95号,升,69.79591837,6.50439181,453.98,13%,59.02,513.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,邵景麟,,CNY,0.0,1.0,in,,,,
79,,,26952000000537982336,91440300349592379M,深圳市丽松精密模具塑胶有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 15:54:22,1070601990000000000,,*塑料制品*底壳,底壳，ABS+PC+硅胶+背面全金属氧化喷砂黑色,个,93,79.0265486725664,7349.47,13%,955.43,8304.9,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,罗惠淑,,CNY,0.0,1.0,in,,,,
80,,,26952000000537982336,91440300349592379M,深圳市丽松精密模具塑胶有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 15:54:22,1070601990000000000,,*塑料制品*按键支架,按键支架，黑色，素材，ABS+PC,个,93,0.1769911504425,16.46,13%,2.14,18.6,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,罗惠淑,,CNY,0.0,1.0,in,,,,
81,,,26952000000537982336,91440300349592379M,深圳市丽松精密模具塑胶有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 15:54:22,1070601990000000000,,*塑料制品*钢片,摄像头支架，钢片,个,93,0.2654867256637,24.69,13%,3.21,27.9,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,罗惠淑,,CNY,0.0,1.0,in,,,,
82,,,26952000000537982336,91440300349592379M,深圳市丽松精密模具塑胶有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 15:54:22,1070601990000000000,,*塑料制品*钢片,闪光灯支架，钢片,个,93,0.2654867256637,24.69,13%,3.21,27.9,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,罗惠淑,,CNY,0.0,1.0,in,,,,
83,,,26952000000537982336,91440300349592379M,深圳市丽松精密模具塑胶有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 15:54:22,1070601990000000000,,*塑料制品*钢片,马达支架，钢片,个,93,0.353982300885,32.92,13%,4.28,37.2,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,罗惠淑,,CNY,0.0,1.0,in,,,,
84,,,26952000000537982336,91440300349592379M,深圳市丽松精密模具塑胶有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 15:54:22,1070601990000000000,,*塑料制品*镜片,"摄像头镜片,复合板，丝印+转印纹理+电镀深",个,93,1.7699115044248,164.6,13%,21.4,186.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,罗惠淑,,CNY,0.0,1.0,in,,,,
85,,,26952000000537982336,91440300349592379M,深圳市丽松精密模具塑胶有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 15:54:22,1070601990000000000,,*塑料制品*防水网,麦克风防水网,个,93,0.4424778761062,41.15,13%,5.35,46.5,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,罗惠淑,,CNY,0.0,1.0,in,,,,
86,,,26952000000537982336,91440300349592379M,深圳市丽松精密模具塑胶有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 15:54:22,1070601990000000000,,*塑料制品*卡托,卡托，黑色，铝合金，卡冒喷涂黑色哑光,个,93,1.7699115044248,164.6,13%,21.4,186.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,罗惠淑,,CNY,0.0,1.0,in,,,,
87,,,26952000000534232006,914403006718781644,深圳市佳信德科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 14:01:27,1070601990000000000,,*塑料制品*面壳,黑色、AST02A,个,1163,4.5486725663717,5290.11,13%,687.71,5977.82,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蒋先贵,,CNY,0.0,1.0,in,,,,
88,,,26952000000534232006,914403006718781644,深圳市佳信德科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 14:01:27,1070601990000000000,,*塑料制品*面壳,黑色、AST04A,个,16200,4.3274336283186,70104.42,13%,9113.58,79218.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蒋先贵,,CNY,0.0,1.0,in,,,,
89,,,26952000000534232006,914403006718781644,深圳市佳信德科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 14:01:27,1070601990000000000,,*塑料制品*底壳,灰色、AST04A,个,18000,4.495575,80920.35,13%,10519.65,91440.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蒋先贵,,CNY,0.0,1.0,in,,,,
90,,,26952000000535053811,914403006718781644,深圳市佳信德科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 13:56:39,1070601990000000000,,*塑料制品*面壳,黑色素材,个,-1163,4.5486725663717,-5290.11,13%,-687.71,-5977.82,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,蒋先贵,被红冲蓝字数电发票号码：26952000000517070881 红字发票信息确认单编号：44030626021011769530,CNY,0.0,1.0,in,,,,
91,,,26952000000535053811,914403006718781644,深圳市佳信德科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 13:56:39,1070601990000000000,,*塑料制品*面壳,黑色素材,个,-16200,4.3274336283186,-70104.42,13%,-9113.58,-79218.0,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,蒋先贵,被红冲蓝字数电发票号码：26952000000517070881 红字发票信息确认单编号：44030626021011769530,CNY,0.0,1.0,in,,,,
92,,,26952000000535053811,914403006718781644,深圳市佳信德科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 13:56:39,1070601990000000000,,*塑料制品*底壳,黑色素材,个,-18000,4.495575,-80920.35,13%,-10519.65,-91440.0,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,蒋先贵,被红冲蓝字数电发票号码：26952000000517070881 红字发票信息确认单编号：44030626021011769530,CNY,0.0,1.0,in,,,,
93,,,26327000000296286217,913210007206024647,中国石化销售股份有限公司江苏扬州石油分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-09 11:42:33,1070101010100000000,成品油发票,*汽油*95号车用汽油(ⅥB),95号,升,70.34013605,6.50439458,457.52,13%,59.48,517.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,邵景麟,,CNY,0.0,1.0,in,,,,
94,,,26322000001122762811,92321084MAEN52UG89,高邮市魔味江湖餐饮店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-08 20:46:47,3070401000000000000,,*餐饮服务*餐饮服务,,,1,366.336633663366,366.34,1%,3.66,370.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,鲍晨,,CNY,0.0,1.0,in,,,,
98,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70_前摄像头_16M,P70B1（Wildfire E5 Elite）,个,2350,14.6017699115044,34314.16,13%,4460.84,38775.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
99,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*X85_后摄像头_50MP,P70B1（Wildfire E5 Elite）,个,2350,23.4513274336283,55110.62,13%,7164.38,62275.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
100,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70_微距_2M,P70B1（Wildfire E5 Elite）,个,2350,3.9823008849558,9358.41,13%,1216.59,10575.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
101,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70B1_卡托（黑色）,P70B1（Wildfire E5 Elite）,个,840,2.6548672566372,2230.09,13%,289.91,2520.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
102,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70B1_卡托（蓝色）,P70B1（Wildfire E5 Elite）,个,196,2.6548672566372,520.35,13%,67.65,588.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
103,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70B1_卡托（黑色）,P70B1（Wildfire E5 Elite）,个,300,2.6548672566372,796.46,13%,103.54,900.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
104,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70B1_卡托（蓝色）,P70B1（Wildfire E5 Elite）,个,300,2.6548672566372,796.46,13%,103.54,900.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
105,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70B1_电池(玖利源),P70B1（Wildfire E5 Elite）,个,2300,35.8407079646018,82433.63,13%,10716.37,93150.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
106,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70_BOX密封硅胶,P70B1（Wildfire E5 Elite）,个,2400,0.2654867256637,637.17,13%,82.83,720.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
107,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70_MIC密封硅胶套,P70B1（Wildfire E5 Elite）,个,2400,0.1769911504425,424.78,13%,55.22,480.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
108,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70_USB硅胶,P70B1（Wildfire E5 Elite）,个,2400,0.2654867256637,637.17,13%,82.83,720.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
109,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70_耳机硅胶,P70B1（Wildfire E5 Elite）,个,2400,0.2654867256637,637.17,13%,82.83,720.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
110,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*S68_光感胶套,P70B1（Wildfire E5 Elite）,个,2400,0.1769911504425,424.78,13%,55.22,480.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
111,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*S68_导光柱,P70B1（Wildfire E5 Elite）,个,2400,0.1769911504425,424.78,13%,55.22,480.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
112,,,26952000000514401541,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:26:54,1090505010000000000,,*移动通信设备*P70_摄像头装饰件(蓝色),P70B1（Wildfire E5 Elite）,个,6,4.3407079646018,26.04,13%,3.39,29.43,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2P025110222A,CNY,0.0,1.0,in,,,,
113,,,26952000000514839901,91440300050451993N,深圳市忆博通数码电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2026-02-07 11:21:42,1090505010000000000,,*移动通信设备*C65_BOX喇叭,"C67B9B（Wildfi
re E6 Star）",个,1,2.6548672566372,2.65,13%,0.35,3.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孟祥婧,2PO25080040A;2PO25100147A,CNY,0.0,1.0,in,,,,
